C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Infections,InfectionsRolling,Stringency,Date,CountryName,RegionName,PrescriptionIndex
3,0,2,4,2,0,0,4,2,3,2,0,2271.3008404979105,1833.0140920093,1.7391617357001965,2021-07-23,Belgium,,Plan 2
3,0,2,4,2,0,0,4,2,3,2,0,2448.851506791892,1976.169149043264,1.7391617357001965,2021-07-24,Belgium,,Plan 2
3,0,2,1,2,0,0,4,2,3,2,0,2658.759422582856,2133.2236660105405,1.4022534516765282,2021-07-25,Belgium,,Plan 2
3,0,2,1,2,0,0,4,2,3,2,0,2903.5038659318293,2307.8700283336498,1.4022534516765282,2021-07-26,Belgium,,Plan 2
3,0,2,1,2,0,0,4,2,3,2,0,3182.975596861144,2503.690599161592,1.4022534516765282,2021-07-27,Belgium,,Plan 2
3,0,2,1,2,0,0,4,2,3,2,0,3499.183548745791,2724.452875357035,1.4022534516765282,2021-07-28,Belgium,,Plan 2
3,0,2,1,2,0,0,4,2,3,2,0,3855.0982536464367,2974.239005008265,1.4022534516765282,2021-07-29,Belgium,,Plan 2
3,0,2,1,2,0,0,4,2,3,2,0,4254.299633754209,3257.524546902023,1.4022534516765282,2021-07-30,Belgium,,Plan 2
3,0,2,1,2,0,0,4,2,3,2,0,4700.8810223423325,3579.2430491235136,1.4022534516765282,2021-07-31,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,5141.334616567751,3933.896648264213,2.1628468113083485,2021-08-01,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,5571.360007651604,4315.0189542241815,2.1628468113083485,2021-08-02,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,5999.187718203521,4717.334971558807,2.1628468113083485,2021-08-03,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,6428.775747469054,5135.848142804987,2.1628468113083485,2021-08-04,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,6862.800252680943,5565.519856952774,2.1628468113083485,2021-08-05,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,7303.505344917736,6001.120672833277,2.1628468113083485,2021-08-06,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,7752.931749133794,6437.127919517772,2.1628468113083485,2021-08-07,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,8212.971390117445,6875.9331728820125,2.1628468113083485,2021-08-08,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,8685.378934371187,7320.793019556239,2.1628468113083485,2021-08-09,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,9171.775268403071,7774.019812441888,2.1628468113083485,2021-08-10,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,9673.651784586178,8237.57353203005,2.1628468113083485,2021-08-11,Belgium,,Plan 2
3,1,2,4,2,0,0,4,2,3,2,1,10192.376331605614,8713.227257590717,2.1628468113083485,2021-08-12,Belgium,,Plan 2
3,3,2,4,2,3,0,4,2,3,2,1,716.1365397369212,610.8568686587389,3.4200788954635097,2021-06-13,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,1,658.7146683903718,610.8568686587389,3.4200788954635097,2021-06-14,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,1,625.1315048194976,610.8568686587389,3.4200788954635097,2021-06-15,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,1,600.0968426377632,610.8568686587389,3.4200788954635097,2021-06-16,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,1,578.4169436267773,610.8568686587389,3.4200788954635097,2021-06-17,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,1,558.3177692793989,610.8568686587389,3.4200788954635097,2021-06-18,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,1,539.1838121204427,610.8568686587389,3.4200788954635097,2021-06-19,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,0,521.5568486594826,583.0597699333906,3.315838264299801,2021-06-20,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,0,504.9226298900814,561.0894787190633,3.315838264299801,2021-06-21,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,0,489.0577333062874,541.6503685028905,3.315838264299801,2021-06-22,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,0,473.8466266781783,523.614623365807,3.315838264299801,2021-06-23,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,0,459.2178173658706,506.5861767571061,3.315838264299801,2021-06-24,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,0,445.120584354517,490.41515033926567,3.315838264299801,2021-06-25,Belgium,,Plan 3
3,3,2,4,2,3,0,4,2,3,2,0,431.5157722503917,475.03400178640135,3.315838264299801,2021-06-26,Belgium,,Plan 3
3,1,2,4,2,0,0,4,2,3,2,0,429.5923194107477,461.8962118937249,2.0586061801446407,2021-06-27,Belgium,,Plan 3
3,1,2,4,2,0,0,4,2,3,2,0,434.6916983818963,451.8632216782699,2.0586061801446407,2021-06-28,Belgium,,Plan 3
3,1,2,4,2,0,0,4,2,3,2,0,444.41545061806687,445.48575272280976,2.0586061801446407,2021-06-29,Belgium,,Plan 3
3,1,2,4,2,0,0,4,2,3,2,0,457.7146086852851,443.1811787238252,2.0586061801446407,2021-06-30,Belgium,,Plan 3
3,1,2,4,2,0,0,4,2,3,2,0,474.0637689926676,445.3020289562246,2.0586061801446407,2021-07-01,Belgium,,Plan 3
3,1,2,4,2,0,0,4,2,3,2,0,493.1633533272152,452.1652816666101,2.0586061801446407,2021-07-02,Belgium,,Plan 3
