x,Full,Full stdev,Condensed,Condensed stdev
11599.0,0.5343,0.008877499647986484,0.5551000000000001,0.0038327535793473634
13198.0,0.5351,0.008154140052758479,0.5551000000000001,0.0038327535793473634
13402.0,0.5353,0.008246817568007679,0.5551000000000001,0.0038327535793473634
13498.0,0.5355000000000001,0.008163945124754338,0.5551000000000001,0.0038327535793473634
15202.0,0.5355000000000001,0.008163945124754338,0.5553000000000001,0.003874274125562107
15701.0,0.536,0.008148619514985352,0.5553000000000001,0.003874274125562107
16302.0,0.536,0.008148619514985352,0.5555000000000001,0.00400624512480203
17901.0,0.536,0.008148619514985352,0.5556000000000001,0.003979949748426484
18001.0,0.536,0.008148619514985352,0.5558000000000001,0.003994996871087639
18302.0,0.5364000000000001,0.00798999374217528,0.5558000000000001,0.003994996871087639
20502.0,0.5366000000000001,0.008175573374387884,0.5558000000000001,0.003994996871087639
20602.0,0.5366000000000001,0.008175573374387884,0.5562,0.003572114219898354
21802.0,0.5369,0.008203048213926341,0.5562,0.003572114219898354
22402.0,0.5369,0.008203048213926341,0.5563,0.0036069377593742897
23501.0,0.5370000000000001,0.008185352771872458,0.5563,0.0036069377593742897
23703.0,0.5370000000000001,0.008185352771872458,0.5564000000000001,0.003666060555964675
25602.0,0.5370000000000001,0.008185352771872458,0.5568000000000001,0.002712931993250109
26502.0,0.5370000000000001,0.008185352771872458,0.5570000000000002,0.002569046515733028
26602.0,0.5372,0.008034923770640273,0.5570000000000002,0.002569046515733028
26700.0,0.5372999999999999,0.008050465825031501,0.5570000000000002,0.002569046515733028
27102.0,0.5374,0.00803990049689672,0.5570000000000002,0.002569046515733028
27202.0,0.5374,0.00803990049689672,0.5574000000000001,0.0026907248094147442
29001.0,0.5375,0.008139410298049859,0.5574000000000001,0.0026907248094147442
29302.0,0.5375,0.008139410298049859,0.5576000000000001,0.002727636339397174
33007.0,0.5375,0.008139410298049859,0.5577000000000001,0.0027221315177632416
34402.0,0.5375,0.008139410298049859,0.5579999999999999,0.0020493901531919213
36001.0,0.5379,0.0074893257373411185,0.5579999999999999,0.0020493901531919213
37601.0,0.5379,0.0074893257373411185,0.5581,0.0020712315177208
38502.0,0.5381,0.0074893257373411185,0.5581,0.0020712315177208
39201.0,0.5389,0.007955501241279528,0.5581,0.0020712315177208
40401.0,0.5389,0.007955501241279528,0.5583,0.0018466185312619398
42002.0,0.539,0.007962411694957759,0.5583,0.0018466185312619398
44101.0,0.5393000000000001,0.008050465825031501,0.5583,0.0018466185312619398
44902.0,0.5396000000000001,0.008380930735902794,0.5583,0.0018466185312619398
46302.0,0.5403,0.007550496672405075,0.5583,0.0018466185312619398
46601.0,0.5405,0.007826237921249271,0.5583,0.0018466185312619398
46701.0,0.5409000000000002,0.007091544260596564,0.5583,0.0018466185312619398
47902.0,0.5412000000000001,0.007600000000000006,0.5583,0.0018466185312619398
48402.0,0.5412000000000001,0.007600000000000006,0.5586,0.0018547236990991425
49201.0,0.5412000000000001,0.007600000000000006,0.5587000000000001,0.0019519221295943151
49802.0,0.5413,0.0074839828968270685,0.5587000000000001,0.0019519221295943151
50000.0,0.5413,0.0074839828968270685,0.5587000000000001,0.0019519221295943151
